subject_id,x_aff,y_aff
0,1261.3656005859375,1408.0947265625
0,1257.282470703125,1409.15771484375
0,1203.5810546875,1412.3551025390625
0,879.55712890625,1415.1234130859375
0,611.3111572265625,1298.9700927734375
0,580.7267456054688,1337.6236572265625
0,590.8922729492188,1402.193359375
0,585.6619262695312,1399.650634765625
0,610.7852783203125,1426.5135498046875
0,611.7587890625,1428.4111328125
0,632.706787109375,1368.0362548828125
0,1029.2689208984375,579.7349243164062
0,1158.3328857421875,668.551025390625
0,1244.3807373046875,669.32275390625
0,1352.2144775390625,768.4318237304688
0,1429.66015625,849.5360717773438
0,1467.3553466796875,932.146240234375
0,1539.479736328125,950.5238037109375
0,2259.15869140625,947.794189453125
0,1959.8759765625,721.0009155273438
0,2000.7232666015625,770.4654541015625
0,1988.913818359375,847.678466796875
0,1881.12744140625,1020.6531372070312
0,1614.1292724609375,1361.1832275390625
0,1614.83935546875,1389.3485107421875
0,1610.4197998046875,1364.875
0,1613.060546875,1318.791748046875
0,1624.753662109375,1328.87548828125
0,1666.4813232421875,1312.7152099609375
0,1355.446533203125,1341.3743896484375
0,666.3970947265625,1410.072998046875
0,659.3165893554688,1409.3387451171875
0,645.7161865234375,1388.039306640625
0,607.751708984375,1376.2410888671875
0,619.4091796875,1389.4915771484375
0,573.0926513671875,1376.31787109375
0,497.6477355957031,1467.1474609375
0,475.6288757324219,1471.6968994140625
0,497.22479248046875,1496.0047607421875
0,497.22479248046875,1496.0047607421875
0,494.1941223144531,1508.6890869140625
0,490.9466857910156,1499.2147216796875
0,734.6721801757812,1465.71826171875
0,926.2915649414062,1521.711181640625
0,916.6915283203125,1518.58740234375
0,910.2280883789062,1461.2178955078125
0,884.6200561523438,1458.2177734375
0,897.3920288085938,1438.9552001953125
0,694.8950805664062,1549.0872802734375
0,692.7697143554688,1537.3009033203125
0,687.8839111328125,1557.2720947265625
0,688.6832885742188,1490.13427734375
0,685.6561279296875,1504.8046875
0,655.478515625,1518.2529296875
0,419.5779113769531,1419.98291015625
0,372.8136901855469,1447.6534423828125
0,396.3582458496094,1440.5821533203125
0,398.6156311035156,1464.2867431640625
0,425.9597473144531,1406.3416748046875
0,430.88128662109375,1417.1500244140625
0,447.0379333496094,1464.84521484375
0,588.4017944335938,1394.2432861328125
0,588.4530029296875,1405.213623046875
0,573.6514892578125,1396.4783935546875
0,566.6510009765625,1408.5029296875
0,557.6285400390625,1434.54931640625
0,563.0267944335938,1438.24951171875
0,572.3755493164062,1483.0440673828125
0,712.5712280273438,1462.988037109375
0,739.5205688476562,1450.7425537109375
0,753.72900390625,1439.521484375
0,768.6156005859375,1429.929931640625
0,757.0408325195312,1446.785888671875
0,886.0714721679688,1440.3392333984375
0,943.6192016601562,1446.8682861328125
0,950.1041259765625,1443.5670166015625
0,905.3082885742188,1452.31884765625
0,886.894775390625,1462.887451171875
0,822.7529296875,1485.3973388671875
0,782.583251953125,1500.74072265625
0,957.4486694335938,1470.401611328125
0,934.6270141601562,1457.1922607421875
0,923.6583251953125,1441.78662109375
0,890.9878540039062,1442.5333251953125
0,848.3418579101562,1457.4227294921875
0,1091.1304931640625,1495.927490234375
0,1113.5218505859375,1497.2113037109375
0,1129.84326171875,1478.7548828125
0,1154.38037109375,1475.1815185546875
0,1305.2982177734375,1479.6484375
0,1328.7923583984375,1475.997802734375
0,1321.957275390625,1475.057861328125
0,1303.5274658203125,1463.7960205078125
0,1311.562255859375,1487.3048095703125
0,1317.8275146484375,1467.019775390625
0,1319.6591796875,1488.2711181640625
0,1324.546142578125,1489.816162109375
0,1515.0819091796875,1490.6644287109375
0,1534.179931640625,1474.1048583984375
0,1548.2041015625,1500.9974365234375
0,1549.7674560546875,1505.390380859375
0,1545.881591796875,1503.673095703125
0,1548.673828125,1494.8759765625
0,1525.697021484375,1497.0587158203125
0,1678.251953125,1504.381103515625
0,1752.2623291015625,1496.0906982421875
0,1744.4451904296875,1520.77001953125
0,1749.72216796875,1514.9088134765625
0,1748.727294921875,1517.6817626953125
0,1792.6502685546875,1513.2503662109375
0,1807.3511962890625,1520.6224365234375
0,1799.4388427734375,1515.0382080078125
0,1799.9058837890625,1506.5704345703125
0,1799.6685791015625,1515.652099609375
0,1812.818603515625,1526.9178466796875
0,2055.844482421875,1517.0084228515625
0,2033.954345703125,1517.9119873046875
0,2035.469482421875,1532.1265869140625
0,2046.0601806640625,1519.535888671875
0,2036.0875244140625,1514.107666015625
0,2031.3780517578125,1524.065185546875
0,2022.6385498046875,1526.0806884765625
0,2042.4259033203125,1533.1702880859375
0,2278.42919921875,1485.9598388671875
0,2269.950439453125,1532.6015625
0,2287.71533203125,1524.0389404296875
0,2273.2763671875,1508.745361328125
0,2271.2060546875,1498.403564453125
0,1735.55859375,1516.3349609375
0,1020.25048828125,1547.04248046875
0,612.1229858398438,1569.0855712890625
0,613.2897338867188,1614.4873046875
0,613.6813354492188,1573.05908203125
