subject_id,x_aff,y_aff
0,1940.195068359375,713.71142578125
0,1964.298095703125,722.8297729492188
0,1962.4251708984375,702.929443359375
0,1956.722900390625,635.0201416015625
0,1955.7833251953125,697.163818359375
0,1965.654541015625,708.3003540039062
0,1941.7105712890625,710.6376342773438
0,1932.2796630859375,707.8408203125
0,1929.428466796875,677.4830932617188
0,1918.9974365234375,649.0396728515625
0,1913.0682373046875,651.1675415039062
0,1900.7373046875,647.1976318359375
0,1920.4783935546875,662.77392578125
0,1916.8719482421875,676.062744140625
0,1925.369384765625,642.6707153320312
0,1921.516357421875,626.8744506835938
0,1894.7210693359375,658.0384521484375
0,1899.781982421875,708.788818359375
0,1904.12060546875,656.74365234375
0,2029.8172607421875,800.083984375
0,2081.87890625,824.0623779296875
0,2081.8720703125,834.4475708007812
0,2069.833984375,810.1869506835938
0,2081.022216796875,829.9624633789062
0,2089.197998046875,821.7008056640625
0,2077.15869140625,837.7832641601562
0,2067.63623046875,934.04296875
0,2075.032470703125,981.8212890625
0,2074.974365234375,945.2947998046875
0,2075.82568359375,953.864013671875
0,2089.48583984375,967.4239501953125
0,2077.06640625,971.3538818359375
0,2061.187744140625,971.2135009765625
0,2052.833984375,943.2750854492188
0,2042.0029296875,966.2349853515625
0,1887.019287109375,1221.1748046875
0,1744.3148193359375,1331.4969482421875
0,1744.1192626953125,1375.5401611328125
0,1723.0262451171875,1411.8663330078125
0,1725.1650390625,1409.33154296875
0,1734.5322265625,1398.288330078125
0,2090.531494140625,1549.6240234375
0,1721.66552734375,3194.880859375
0,1790.8775634765625,2944.75830078125
0,1763.3143310546875,2913.17919921875
0,1760.074462890625,2908.80712890625
0,1764.980224609375,2926.626708984375
0,1753.182861328125,2892.314208984375
0,1758.1923828125,2893.551513671875
0,1783.8558349609375,2840.33837890625
0,1770.353515625,2824.0322265625
0,1820.4949951171875,2813.12255859375
0,2085.441650390625,2830.171875
0,2082.38623046875,2806.013427734375
0,2076.055419921875,2829.595458984375
0,2068.038818359375,2827.591064453125
0,2072.529541015625,2832.060302734375
0,2077.46923828125,2808.0361328125
0,2080.169189453125,2801.98779296875
0,1662.9317626953125,3072.91162109375
0,1633.274658203125,3158.931884765625
0,1611.0518798828125,3175.830810546875
0,1632.91748046875,3165.7666015625
0,1647.88671875,3171.80322265625
0,1620.396728515625,3160.397216796875
0,1602.29931640625,3157.3935546875
0,1607.0443115234375,3129.8935546875
0,1086.0316162109375,2869.02099609375
0,596.7139282226562,2895.333740234375
0,623.4341430664062,2886.668701171875
0,650.2603759765625,2849.763916015625
0,665.6171264648438,2858.1650390625
0,645.4417724609375,2851.693115234375
0,624.4929809570312,2886.916259765625
0,647.1945190429688,2530.054931640625
0,611.3242797851562,2540.419921875
0,575.802490234375,2519.6552734375
0,600.92431640625,2500.2490234375
0,625.2898559570312,2502.3564453125
0,627.5966186523438,2519.4326171875
0,617.6856079101562,2550.05712890625
0,833.429443359375,2344.923095703125
0,944.9691772460938,2004.0919189453125
0,1114.59619140625,1770.97998046875
0,1069.12841796875,1786.9171142578125
0,1070.6671142578125,1750.996826171875
0,1090.3990478515625,1737.778076171875
0,1091.3653564453125,1745.931884765625
0,1087.57373046875,1754.885009765625
0,1089.06494140625,1748.542236328125
0,1211.6339111328125,1612.9716796875
0,1349.897705078125,1330.414794921875
0,1370.59033203125,1308.36328125
0,1372.5224609375,1311.2847900390625
0,1361.06103515625,1308.6964111328125
0,1351.4644775390625,1296.8558349609375
0,1339.5694580078125,1282.433349609375
0,1362.46533203125,1302.7236328125
0,1805.88916015625,1085.3553466796875
0,1919.2401123046875,1068.37890625
0,1937.29833984375,1060.3038330078125
0,1943.4820556640625,1079.4202880859375
0,1917.11572265625,1003.3882446289062
0,1930.653076171875,1009.6690673828125
0,2093.294921875,964.9237670898438
0,2089.177490234375,957.3363037109375
0,2090.707275390625,994.3987426757812
0,2091.276123046875,942.3344116210938
0,2070.065185546875,969.588134765625
0,2057.324462890625,1004.3279418945312
0,2041.1678466796875,966.8827514648438
0,2045.259765625,1009.859375
0,1998.0413818359375,1050.8944091796875
0,2028.8028564453125,1079.462158203125
0,2025.4510498046875,1097.68017578125
0,2024.614990234375,1161.91748046875
0,2017.857177734375,1201.533447265625
0,2002.0123291015625,1219.38623046875
0,2007.88671875,1247.2342529296875
0,1988.778076171875,1274.22509765625
0,1920.6064453125,1234.932861328125
0,2127.89794921875,927.71337890625
0,2114.456298828125,937.0971069335938
0,2112.595947265625,907.3464965820312
0,1811.5992431640625,756.574462890625
0,1536.6435546875,725.0908813476562
0,1509.7222900390625,694.7156372070312
0,1519.9122314453125,732.4743041992188
0,1524.657470703125,745.59912109375
0,1542.6102294921875,760.07568359375
0,1539.3267822265625,722.15576171875
0,1116.451416015625,611.510986328125
0,1049.6002197265625,631.6976318359375
0,1065.4326171875,607.5885009765625
0,1102.1533203125,619.1611328125
0,1096.89794921875,576.8944091796875
0,1078.2550048828125,582.9873657226562
0,1090.687255859375,570.0006713867188
0,1519.1114501953125,618.569091796875
0,1689.915771484375,677.2708740234375
0,1693.8653564453125,644.7702026367188
0,1680.82568359375,629.375244140625
0,1678.713623046875,651.2022705078125
0,1705.1328125,638.3400268554688
0,1677.55126953125,681.1677856445312
0,1632.278076171875,674.7084350585938
0,189.0089874267578,585.7175903320312
1,1812.0277099609375,388.7005615234375
1,1853.96337890625,320.5085754394531
1,1833.390625,513.9529418945312
1,1748.2913818359375,596.0379028320312
1,1731.1644287109375,549.5023193359375
1,1751.108154296875,445.6252136230469
1,1747.1212158203125,439.60015869140625
1,1755.6475830078125,449.6304931640625
1,1291.0753173828125,896.2680053710938
1,1236.368408203125,821.373046875
1,1250.7869873046875,933.661376953125
1,1280.7830810546875,934.2544555664062
1,1227.45556640625,805.3212890625
1,1096.6983642578125,845.4695434570312
1,1120.4481201171875,948.749755859375
1,1140.0606689453125,843.1334228515625
1,1105.4298095703125,854.9175415039062
1,1082.2923583984375,859.55859375
1,1074.0316162109375,891.8878173828125
1,1069.9581298828125,909.9384155273438
1,1159.8477783203125,974.0110473632812
1,1098.9974365234375,938.7826538085938
1,1071.8875732421875,965.572998046875
1,1135.7816162109375,935.2319946289062
1,1211.76123046875,914.3299560546875
1,1152.4215087890625,1024.1241455078125
1,998.1253051757812,949.100830078125
1,1074.5489501953125,946.6406860351562
1,1117.3087158203125,903.0741577148438
1,1136.69189453125,861.1328125
1,1085.65673828125,813.1036376953125
1,1114.373046875,918.4341430664062
1,1098.90625,893.4502563476562
1,1070.39404296875,883.0822143554688
1,1069.6927490234375,808.7457885742188
1,1057.9696044921875,812.19921875
1,1080.91015625,790.7340698242188
1,1096.2532958984375,874.6572875976562
1,1065.9393310546875,886.9152221679688
1,1051.93603515625,881.1580810546875
1,1072.4505615234375,829.799072265625
1,1030.5943603515625,842.3875732421875
1,1028.7183837890625,851.327392578125
1,1046.7259521484375,913.69091796875
